,Unnamed: 0_x,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Number,Street,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Unnamed: 0_y,plate_id,Name
491,6617120,7706208217,29399MD,NY,COM,03/29/2014,38,VAN,FORD,T,18110,0,0,20150331,18.0,18,18,357735,T503,D1,0338P,,NY,I,S,E 56th St,35ft E/of Park Ave,0.0,408.0,h1,,Y,0800A,1200A,WH,,2013.0,,0.0,C 77,38-Failure to Display Muni Rec,,,,489,29399MD,Cynthia Nguyen
492,847017,7323076699,DMC3258,NY,PAS,08/26/2013,37,SUBN,JEEP,T,56530,27530,29830,20131205,84.0,84,84,356331,T301,S,0508P,0443P,K,F,59,Livingston St,,0.0,408.0,h1,,Y,0800A,0700P,BL,,2002.0,301-3676,0.0,01 -,37-Expired Muni Meter,,,,490,DMC3258,Kayla Wright
493,8152070,7985969998,FCL1136,NY,PAS,05/21/2014,38,4DSD,TOYOT,T,10210,17530,17550,20140815,13.0,13,13,347628,T800,B2,0925P,,NY,F,385,3rd Ave,,0.0,408.0,h1,,Y,0800A,1000P,GREY,,2010.0,,0.0,E 77,38-Failure to Display Muni Rec,,,,491,FCL1136,Jennifer Jensen
494,46532,1341877050,FZC9626,99,PAS,07/23/2013,21,SDN,NISSA,S,18520,44920,60520,20141114,43.0,43,0,597478,BX09,0000,0837A,,BX,F,580,CASTLE HILL AVE,,0.0,408.0,D1,,BYBBYBB,0830A,1000A,BLUE,0.0,2004.0,-,0.0,,,,,,492,FZC9626,Stephanie Peterson
495,5445640,1365796152,ETM4498,NY,PAS,02/18/2014,40,SDN,NISSA,P,37830,93830,26630,20150705,67.0,67,164,954206,0164,0000,0325A,,K,F,215,E 91ST STREET,,0.0,408.0,E2,,BBBBBBB,0  :,0  :,GY,0.0,2012.0,-,0.0,,,,,,493,ETM4498,Brian Pugh
496,7636779,7095859401,JMY4077,PA,PAS,05/05/2014,14,4DSD,TOYOT,T,29190,37630,37690,88880088,34.0,34,34,351239,T103,L,0423P,,NY,F,133,Post Ave,,0.0,408.0,c,,YYYYYY,0700A,0600P,RED,,0.0,,0.0,01 7,14-No Standing,,,,494,JMY4077,Ann Stein
497,5546527,7798690645,JJB6366,PA,PAS,02/22/2014,19,4DSD,CHEVR,T,65320,26550,8020,20140888,41.0,41,41,359328,T202,D,0456P,,BX,F,995,Southern Blvd,,0.0,408.0,c3,,YYYYYYY,,,SILVE,,0.0,,0.0,17P,19-No Stand (bus stop),,,,495,JJB6366,Jorge Taylor
498,8010382,7580643868,91658MC,NY,COM,05/16/2014,19,VAN,WORKH,T,14590,97780,14710,88888888,1.0,1,1,359568,T105,E,1240P,,NY,O,1,Centre St,,0.0,408.0,c3,,YYYYYYY,,,BROWN,,2012.0,,0.0,096,19-No Stand (bus stop),,,,496,91658MC,Angel Garza
499,3330536,7528744293,28911MA,NY,COM,11/19/2013,14,VAN,FORD,T,29830,75530,81330,88888888,84.0,84,84,357044,T301,S,0601P,,K,F,106,Court St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,2010.0,,0.0,03 -,14-No Standing,,,,497,28911MA,Jordan Mejia
500,6147768,7220619820,76958KA,NY,COM,03/14/2014,21,DELV,HINO,T,11710,35290,35310,20140731,20.0,20,20,351997,T103,A,0838A,,NY,F,353,Amsterdam Ave,,0.0,408.0,d1,,Y Y Y Y,0830A,0900A,YW,,2006.0,,0.0,H 77,21-No Parking (street clean),,,,498,76958KA,Kevin Gonzalez
501,4031185,5072438004,EXP9772,NY,PAS,01/16/2014,7,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0424P,,,,,CHRYSTIE ST.(N/B)@E.,HOUSTON ST.-N4-2,0.0,1111.0,D,T,,,,BL,,2010.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,499,EXP9772,Jennifer Edwards
502,1643926,1325679884,FWZ6820,NY,PAS,09/23/2013,21,SDN,ACURA,S,65320,26850,13820,20140321,42.0,42,0,914323,BXLC,0000,0815A,,BX,F,1679,SOUTHERN BLVD,,0.0,408.0,D1,,YBBYBBB,0800A,0830A,WHITE,0.0,2007.0,-,0.0,,,,,,500,FWZ6820,Timothy Chung
503,330475,7968606950,GZC3278,PA,PAS,08/06/2013,21,4DSD,TOYOT,T,66580,35920,56920,20130488,43.0,43,43,355143,T202,E,0936A,,BX,F,2310,Stearns St,,0.0,408.0,d1,,Y  Y,0930A,1100A,RED,,0.0,,0.0,04A,21-No Parking (street clean),,,,501,GZC3278,Marc Mullen
504,1543595,1360554853,GFW4578,99,PAS,09/19/2013,19,SDN,NISSA,P,0,0,0,20150630,52.0,52,163,952492,0163,0000,0955P,,BX,F,2661,VAKNTINE AVE,,0.0,408.0,E2,,BBBBBBB,ALL,ALL,GY,0.0,2006.0,-,0.0,,,,,,502,GFW4578,Jeremy Adams
505,334171,5069993926,DDN1277,NY,PAS,08/06/2013,7,CONV,FORD,V,0,0,0,0,,0,0,0,,,0935P,,,,,BRONX RIVER PKWY OFF,RAMP(S/B)@E/B BRUCK,0.0,1111.0,D,T,,,,YW,,2002.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,503,DDN1277,Heather Patel
506,8167558,7801592645,XZ226J,NJ,PAS,05/22/2014,21,DELV,FRUEH,T,28990,14640,14740,20140088,112.0,112,112,355659,T401,K,0848A,,Q,F,69-39,Austin St,,0.0,408.0,d1,,Y,0830A,0900A,WHITE,,0.0,,0.0,57-A,21-No Parking (street clean),,,,504,XZ226J,Shane Grimes
507,6274605,1361871465,BEU5149,PA,PAS,03/18/2014,21,SDN,FORD,S,8880,5780,5880,20140403,72.0,72,0,956116,KS07,0000,1140A,,K,F,766,46 STREET,,0.0,408.0,D1,,BYBBBBB,1130A,0100P,BLACK,0.0,0.0,-,0.0,,,,,,505,BEU5149,Alicia Johnson
508,3008634,7813526739,81940JF,NY,COM,11/08/2013,21,VAN,GMC,T,68390,67990,54490,20140531,104.0,104,104,358595,T401,K,0953A,,Q,O,754,Woodward Ave,,0.0,408.0,d1,,Y  Y,0830A,1000A,RD,,2002.0,,0.0,62-A,21-No Parking (street clean),,,,506,81940JF,Michael Gentry
509,1261428,7487072939,AM155V,NJ,PAS,09/10/2013,84,DELV,INTER,T,10810,34710,34730,88880088,14.0,14,14,356484,T102,J,0144P,,NY,O,780,8th Ave,,0.0,408.0,k7,,,,,WHITE,,0.0,,0.0,99 -,84-Platform lifts in low posit,,,,507,AM155V,Kenneth Wood
510,5226629,1353674721,EVY4755,NY,PAS,02/07/2014,20,SDN,FORD,T,18570,24890,10210,20140421,19.0,19,109,346045,T109,0000,1033A,,NY,F,167,E 79TH STREET,,0.0,408.0,I4,,BBBBBBB,ALL,ALL,WH,0.0,1999.0,-,0.0,,,,,,508,EVY4755,Chelsea Johnson
511,6041102,7969083705,FJF2973,NY,PAS,03/10/2014,60,SUBN,NISSA,T,0,0,0,20140414,49.0,49,49,355198,T202,Q,0703P,,BX,I,S,Sackett Ave,60ft W/of Pierce Ave,0.0,408.0,m2,,,,,BLACK,,2014.0,,0.0,N 23,60-Angle Parking,,,,509,FJF2973,Mary King
512,7939981,7221448619,FXA3873,NY,PAS,05/14/2014,71,4DSD,HONDA,T,28830,14080,24850,20160319,70.0,70,70,341963,T302,E,1240P,,K,F,1374,Coney Island Ave,,0.0,408.0,j6,,YYYYYYY,,,GY,,2012.0,,0.0,12 3,71A-Insp Sticker Expired (NYS),,,,510,FXA3873,Arthur Alexander
513,8789392,7434763942,FFD4787,NY,PAS,06/13/2014,21,SUBN,DODGE,T,39026,16540,16790,20141104,102.0,102,102,356248,T402,L,1017A,,Q,F,80-49,Park Ln,,0.0,408.0,d1,,Y,1000A,1130A,WH,,2004.0,,0.0,G 42,21-No Parking (street clean),,,,511,FFD4787,Steven Williams
514,408412,5070039600,T519832C,NY,OMT,08/09/2013,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0449P,,,,,ALLERTON AVE.(E/B)@W,HITE PLAINS RD.-XM-2,0.0,1111.0,D,T,,,,BK,,2012.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,512,T519832C,Wayne Coleman
515,1342669,7094539575,62188MC,NY,COM,09/13/2013,14,VAN,ISUZU,T,34930,21680,10510,20140930,18.0,18,18,353071,T106,C,1211P,,NY,O,21,W 58th St,,0.0,408.0,c,,Y,0800A,0700P,WH,,2013.0,,0.0,S6 -,14-No Standing,,,,513,62188MC,Mark Hicks
516,9086001,7434317048,87499JV,NY,COM,06/25/2014,19,DELV,FRUEH,T,64790,18040,18140,88888888,103.0,103,103,350882,T402,A,1012A,,Q,O,89-00,Sutphin Blvd,,0.0,408.0,c3,,YYYYYYY,,,WHITE,,2006.0,,0.0,02 4,19-No Stand (bus stop),,,,514,87499JV,Brittany Hess
517,3512089,7991888241,COMM263,NY,OMT,11/25/2013,13,4DSD,ME/BE,T,34970,0,0,20141031,20.0,20,20,356225,T503,E1,0107P,,NY,I,S,W 60th St,30ft W/of Broadway,0.0,408.0,c2,,YYYYY,0800A,0600P,BK,,2011.0,,0.0,C -,13-No Stand (taxi stand),,,,515,COMM263,Alexander Moore
518,1483209,7097723117,34841MC,NY,COM,09/18/2013,38,VAN,ME/BE,T,35170,14510,15710,20141130,20.0,20,20,355567,T103,M,1143A,,NY,O,65,W 70th St,,0.0,408.0,h1,,Y,0900A,0700P,WH,,2012.0,,0.0,CC1,38-Failure to Display Muni Rec,,,,516,34841MC,Robert Jones
519,7264209,7816375219,ECF4775,OH,PAS,04/08/2014,38,SUBN,HONDA,T,37290,7740,7940,20140488,114.0,114,114,358212,T401,I,0107P,,Q,O,29-09,Broadway,,0.0,408.0,h1,,Y,0800A,0700P,BLUE,,0.0,,0.0,31-P,38-Failure to Display Muni Rec,,,,517,ECF4775,Paul Wright
520,3887606,1359199482,P11DAD,NJ,PAS,01/13/2014,21,,TOYOT,P,55730,18630,67030,0,79.0,79,79,952453,0079,0000,1125A,,,F,255,LEXINGTON AVE,,0.0,408.0,F1,,YBBYBBB,1100A,1230P,BK,0.0,0.0,-,0.0,,,,,,518,P11DAD,Dan Gonzales
521,439565,7834246460,T528476C,NY,OMT,08/10/2013,38,4DSD,CHRYS,T,34050,10910,33390,20140331,10.0,10,10,358607,T102,L,1102A,,NY,F,408,W 14th St,,0.0,408.0,h1,,Y,0700A,1100P,BK,,2011.0,,0.0,12 -,38-Failure to Display Muni Rec,,,,519,T528476C,Ann Smith
522,7997118,7686311570,GER7391,NY,PAS,05/16/2014,31,SUBN,NISSA,T,17690,24890,10210,20150331,17.0,17,17,350285,T106,B,0810A,,NY,F,161,E 35th St,,0.0,408.0,l3,,Y,0800A,0700P,BLACK,,2012.0,,0.0,99 6,31-No Stand (Com. Mtr. Zone),,,,520,GER7391,Douglas Floyd
523,1887839,1361377021,HWE38293,PA,PAS,10/02/2013,19,SUBN,JEEP,X,35210,14510,15710,0,20.0,20,20,945605,0020,0000,0535P,,NY,O,1,W 72 ST,,0.0,408.0,C3,,BBBBBBB,ALL,ALL,BLK,0.0,0.0,-,0.0,,,,,,521,HWE38293,Billy Martin
524,8921693,7067400569,GEB1283,NY,PAS,06/19/2014,14,SUBN,LINCO,T,35060,57970,60790,20141231,100.0,100,100,357050,T402,A,1148A,,Q,F,182,Beach 139th St,,0.0,408.0,c,,YYYYYYY,,,WH,,2013.0,,0.0,40 4,14-No Standing,,,,522,GEB1283,Richard Romero
525,6704187,7047769390,GFM9434,NY,OMS,04/05/2014,20,4DSD,DODGE,T,10110,17110,17130,20140930,9.0,9,9,358599,T101,F,0553P,,NY,O,115,2nd Ave,,0.0,408.0,d,,YYYYYYY,,,GY,,2013.0,,0.0,69 1,20A-No Parking (Non-COM),,,,523,GFM9434,Michael Bowen
526,6827202,7564768186,T606624C,NY,OMT,04/14/2014,21,4DSD,TOYOT,T,16120,26670,76450,20150228,41.0,41,41,358568,T202,A,0814A,,BX,O,1134,Bryant Ave,,0.0,408.0,d1,,Y  Y,0800A,0930A,WH,,2011.0,,0.0,17A,21-No Parking (street clean),,,,524,T606624C,Dr. David Mckenzie
527,8656211,7739113736,86434MB,NY,COM,06/09/2014,19,VAN,CHEVR,T,63630,58330,55430,88888888,94.0,94,94,358630,T301,C,1124A,,K,O,93,Nassau Ave,,0.0,408.0,c3,,YYYYYYY,,,WHITE,,2011.0,,0.0,17 3,19-No Stand (bus stop),,,,525,86434MB,Michelle Morrison
528,7431700,1359079579,CWN1002,NY,PAS,04/29/2014,67,SDN,VOLKS,P,17040,20590,20640,20160430,102.0,102,102,952124,0102,0000,0729P,,Q,F,112-22,84 AVE,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,GY,0.0,2004.0,-,0.0,,,,,,526,CWN1002,Dawn Short
529,530869,7804545356,81690JN,NY,COM,08/14/2013,38,DELV,INTER,T,10210,18810,18820,20131130,19.0,19,19,357786,T103,O,0809A,,NY,F,1626,3rd Ave,,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,2004.0,,0.0,55 -,38-Failure to Display Muni Rec,,,,527,81690JN,Evan Gallagher
530,4125853,7754648520,FPR4861,NY,PAS,01/20/2014,38,4DSD,AUDI,T,55390,23380,52390,20150807,107.0,107,107,356326,T402,H,0919A,,Q,O,152-56,Melbourne Ave,,0.0,408.0,h1,,YYYYY,0900A,1000P,WH,,2012.0,,0.0,07 -,38-Failure to Display Muni Rec,,,,528,FPR4861,Jacob Moore
531,3456065,7600043646,Z51AFG,NJ,PAS,11/23/2013,10,SUBN,FORD,T,21790,27290,20340,88888888,1.0,1,1,343941,T108,L,0219P,,NY,F,387,Greenwich St,,0.0,408.0,b,,YYYYYYY,,,GREY,,0.0,,0.0,15D,10-No Stopping,,,,529,Z51AFG,Deborah Carr
532,1989367,7236644493,FJX6622,NY,PAS,10/04/2013,70,4DSD,VOLVO,T,23230,83330,40330,20130922,94.0,94,94,351284,T301,C,0813A,,K,O,790,Broadway,,0.0,408.0,j3,,YYYYYYY,,,WHITE,,1989.0,,0.0,15 -,70A-Reg. Sticker Expired (NYS),,,,530,FJX6622,Joseph White
533,1590444,7998724547,91357,NY,MED,09/21/2013,21,4DSD,MAZDA,T,24690,36290,36310,20150901,32.0,32,32,349850,T103,AA,0815A,,NY,F,325,Lenox Ave,,0.0,408.0,d1,,Y,0800A,0900A,GY,,2003.0,,0.0,C -,21-No Parking (street clean),,,,531,91357,Julie Ford
534,2896459,7994212657,EMM7803,NY,PAS,11/04/2013,20,SUBN,SUBAR,T,0,0,0,20140921,26.0,26,26,346193,T103,B,1142A,,NY,I,E,Adam Clayton Powell,15ft N/of W 114th St,0.0,408.0,d,,YYYYYYY,,,GY,,2010.0,,0.0,01 -,20A-No Parking (Non-COM),,,,532,EMM7803,David Weber
535,3145732,1360436650,91655MC,99,COM,11/13/2013,14,VAN,GMC,P,13610,24990,16140,0,1.0,1,1,933391,0001,0000,1010A,,NY,O,172,BROADWAY,,0.0,408.0,C,,BBBBBBB,ALL,ALL,BR,0.0,2012.0,-,0.0,,,,,,533,91655MC,Robert Perez
536,779615,4001684408,M69AHR,NJ,PAS,08/23/2013,5,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,1156A,,,,,WB FORDHAM RD @ SEDG,WICK AVE,0.0,1111.0,C,T,,,,GY,,2011.0,,0.0,,BUS LANE VIOLATION,,,,534,M69AHR,James Hudson
537,7958023,7114837306,51536JW,NY,COM,05/15/2014,42,VAN,FRUEH,T,13610,30790,29290,88888888,1.0,1,1,358847,T105,D,0128P,,NY,O,530,Broadway,,0.0,408.0,h1,,YYYYY,0700A,0600P,BROWN,,2006.0,147-3041,0.0,101,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,535,51536JW,Jose Smith
538,4805446,7650686700,BDG6719,NY,PAS,12/05/2013,37,SUBN,HONDA,T,28830,24850,14130,20140428,70.0,70,70,357688,T302,F,0321P,0311P,K,F,1415,Coney Island Ave,,0.0,408.0,h1,,YYYYY,0800A,0700P,GY,,2012.0,315-3027,0.0,12 -,37-Expired Muni Meter,,,,536,BDG6719,James Mathis
539,3888802,7005283703,GDD9289,NY,PAS,01/13/2014,75,4DSD,AUDI,T,19840,0,0,20141107,115.0,115,115,354032,T401,M,0557A,,Q,I,E,105th St,5ft S/of Northern Bl,0.0,408.0,j5,,,,,GY,,1997.0,,0.0,M -,75-No Match-Plate/Reg. Sticker,,,,537,GDD9289,Joseph Santana
540,4195878,1363071142,FPJ2765,NY,PAS,01/24/2014,51,SUBN,FORD,P,78050,40320,22920,20150911,49.0,49,49,928167,0049,0000,0305A,,BX,O,3069,WILLIAMSBRIDGE RD,,0.0,408.0,I3,,BBBBBBB,ALL,ALL,GY,0.0,1999.0,-,0.0,,,,,,538,FPJ2765,Susan Jones
541,6671773,1366467565,GJY9774,NY,PAS,04/11/2014,98,SDN,NISSA,P,7580,5280,5430,20151001,72.0,72,72,945953,0072,0000,0940A,,K,F,248,24 STREET,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,BLK,0.0,2011.0,-,0.0,,,,,,539,GJY9774,Amanda Anderson
542,2121892,7664116338,ZSB14R,NJ,PAS,10/09/2013,38,4DSD,TOYOT,T,11710,35430,35450,88888888,20.0,20,20,356961,T103,S,0755P,,NY,F,491,Amsterdam Ave,,0.0,408.0,h1,,Y,0900A,1000P,GREY,,0.0,,0.0,C -,38-Failure to Display Muni Rec,,,,540,ZSB14R,Evelyn Atkins
543,3063366,1355962500,FPN2388,NY,PAS,11/10/2013,70,SUBN,BMW,P,56200,25030,15650,20131010,123.0,123,123,940347,0123,0000,0847A,,R,F,200,WOOD AVE,,0.0,408.0,J3,,BBBBBBB,ALL,ALL,WTH,0.0,2008.0,-,0.0,,,,,,541,FPN2388,Ronnie Harper
544,6610060,1358749322,FLP5511,NY,PAS,03/29/2014,40,SDN,BMW,P,30220,23800,13820,20150613,47.0,47,47,944568,0047,0000,0502P,,BX,F,3445,EDSON AVE,,0.0,408.0,F2,,BBBBBBB,0  :,0  :,BLACK,0.0,2002.0,-,0.0,,,,,,542,FLP5511,Elizabeth Hines
545,4142053,7984390186,28013JA,NY,COM,01/21/2014,10,VAN,CHEVR,T,10010,18550,18570,20151212,19.0,19,19,345221,T103,B,0746A,,NY,O,1500,1st Ave,,0.0,408.0,b,,YYYYYYY,,,WH,,2004.0,,0.0,D -,10-No Stopping,,,,543,28013JA,Amy Swanson
546,8639275,7580715120,H3097W,TN,PAS,06/09/2014,40,4DSD,HONDA,T,23037,25040,41700,20150288,105.0,105,105,353398,T402,M,0634A,,Q,F,17909,146th Rd,,0.0,408.0,e2,,YYYYYYY,,,OTHER,,0.0,,4.0,K 42,40-Fire Hydrant,,,,544,H3097W,Jennifer Lee
547,7368595,1370678022,3453CW,CT,COM,04/30/2014,45,VAN,FORD,P,30490,11310,37630,0,34.0,34,34,936299,0034,0.0,1057A,,NY,F,172,SHERMAN AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,0.0,-,0.0,,,,,,545,3453CW,Michele Jimenez
548,8494014,7785005333,EVA3304,NY,PAS,06/03/2014,64,SUBN,FORD,T,17870,10210,10110,20151207,17.0,17,17,356181,T106,B,0928A,,NY,F,248,E 44th St,,0.0,408.0,C8,,,,,BLACK,,2010.0,,0.0,CC1,"64-No STD Ex Con/DPL, D/S Dec",,,,546,EVA3304,Teresa Reyes
549,8479554,1367596294,DGE9157,NY,PAS,06/03/2014,19,,ME/BE,X,40930,50050,36180,20150619,70.0,70,70,955136,0070,0000,0522P,,K,F,1592,FLATBUSH AVE,,0.0,408.0,F2,,BBBBBBB,ALL,ALL,BLK,0.0,0.0,-,0.0,,,,,,547,DGE9157,Jacob Stevenson
550,4793341,7515990715,FGE4901,NY,PAS,12/17/2013,38,SUBN,HONDA,T,87430,72430,72530,20150222,79.0,79,79,358160,T301,G,1126A,,K,F,628,Vanderbilt St,,0.0,408.0,h1,,Y,0900A,0700P,BROWN,,2013.0,,0.0,19 -,38-Failure to Display Muni Rec,,,,548,FGE4901,Michael Davies
551,8410598,7327178740,ERB5419,NY,PAS,05/31/2014,38,SUBN,CHEVR,T,35210,15710,11710,20150531,20.0,20,20,356987,T103,I,1208P,,NY,F,175,W 72nd St,,0.0,408.0,h1,,Y,0900A,1000P,RED,,2004.0,,0.0,A 77,38-Failure to Display Muni Rec,,,,549,ERB5419,Donald Walters
552,6424715,7098860270,JLX4965,NJ,PAS,03/24/2014,38,SUBN,LEXUS,T,45190,40404,40404,88888888,104.0,104,104,359615,T401,T,1242P,,Q,F,6554,Flushing Ave,,0.0,408.0,h1,,Y,0830A,0700P,BLACK,,0.0,,0.0,62-A,38-Failure to Display Muni Rec,,,,550,JLX4965,Melissa Glass
553,2785102,7091983385,EDH7388,NY,PAS,10/31/2013,14,SUBN,GMC,T,9540,0,0,20131213,110.0,110,110,331965,T401,N,0521P,,Q,I,N,41st Ave,10ft E/of 70th St,0.0,408.0,c,,YYYYYYY,,,GY,,1999.0,,0.0,E-PM,14-No Standing,,,,551,EDH7388,John Berger
554,6633121,7054496711,40805ME,NY,COM,03/31/2014,38,VAN,FORD,T,17510,10210,10110,20160131,13.0,13,13,359573,T102,K,0330P,,NY,F,244,E 26th St,,0.0,408.0,h1,,Y,0900A,0700P,WH,,2013.0,,0.0,09 6,38-Failure to Display Muni Rec,,,,552,40805ME,Jason Phillips
555,5460037,7046967775,FGS6048,NY,PAS,02/19/2014,37,SUBN,ACURA,T,0,40404,40404,20141106,5.0,5,5,356197,T101,F,0704P,0658P,NY,I,,Broome and Ludlow Lo,,0.0,408.0,h1,,Y,0800A,1000P,GY,,2007.0,172-0098,0.0,52 1,37-Expired Muni Meter,,,,553,FGS6048,Nathan Richardson
556,7178039,7619807597,FFB1000,NY,PAS,04/26/2014,71,4DSD,CHEVR,T,49420,24840,27450,20140909,52.0,52,52,359302,T201,H,1222P,,BX,F,2565,Marion Ave,,0.0,408.0,j6,,YYYYYYY,,,WH,,1998.0,,0.0,15 2,71A-Insp Sticker Expired (NYS),,,,554,FFB1000,Jeffrey Jackson
557,8353515,7623693876,66223JW,NY,COM,05/29/2014,11,VAN,FRUEH,T,35290,13610,44990,88888888,20.0,20,20,358840,T103,N,0547P,,NY,O,235,W 76th St,,0.0,408.0,c5,,YYYYYYY,,,BROWN,,2007.0,,0.0,42 7,11-No Stand (exc hotel load),,,,555,66223JW,Justin Valdez
558,6647792,7007338380,EBV3144,NY,PAS,03/31/2014,37,SUBN,AUDI,T,24140,64190,61390,20150726,109.0,109,109,357765,T401,Q,0103P,1257P,Q,F,41-24,162nd St,,0.0,408.0,h1,,Y,0800A,0700P,WH,,2007.0,428-3078,0.0,06 4,37-Expired Muni Meter,,,,556,EBV3144,Michael Knight
559,5270938,7397423978,295165N,NJ,PAS,02/09/2014,46,SUBN,TOYOT,T,0,0,0,88888888,48.0,48,48,331938,T201,X,1040A,,BX,I,E,E 169th St,40ft N/of Park Ave,0.0,408.0,f1,,,,,BLACK,,0.0,,0.0,I -,46A-Double Parking (Non-COM),,,,557,295165N,Stephen Green
560,4962955,7230345194,GAJ5156,NY,PAS,12/29/2013,40,4DSD,HONDA,T,35130,0,0,20140803,61.0,61,61,330578,T302,U,0925A,,K,I,N,E 8th St,60ft E/of Avenue S,0.0,408.0,e2,,YYYYYYY,,,BK,,2012.0,,0.0,N -,40-Fire Hydrant,,,,558,GAJ5156,Elizabeth Gilbert
561,8775200,7445852098,GKX5311,NY,PAS,06/13/2014,38,4DSD,HONDA,T,15940,0,0,20160127,112.0,112,112,355669,T402,D,0512P,,Q,I,W,76th Rd,20ft N/of Queens Blv,0.0,408.0,h1,,Y,0830A,0700P,GY,,1998.0,,0.0,01 4,38-Failure to Display Muni Rec,,,,559,GKX5311,Thomas English
562,3474937,1356718670,CKV8287,NY,PAS,11/23/2013,38,SUBN,CHEVR,P,62990,50690,59690,20150430,103.0,103,103,948620,0103,0000,0300A,,Q,O,145-10,SOUTH ROAD,,0.0,408.0,99,,BBBBBBB,ALL,ALL,WHITE,0.0,2003.0,-,0.0,,,,,,560,CKV8287,Angela Cook
563,7429848,1359059064,2LM883,OK,PAS,04/30/2014,78,VAN,GMC,P,28890,18490,18590,0,102.0,102,102,906636,0102,0000,0200A,,Q,F,92-10,ATLANTIC AVE,,0.0,408.0,D3,,BBBBBBB,ALL,ALL,WHT,0.0,0.0,-,0.0,,,,,,561,2LM883,Dominic Mcgrath
564,7664510,7895577207,FSY1213,NY,PAS,05/05/2014,19,4DSD,BENTL,T,18170,0,0,20160331,17.0,17,17,330924,T106,C,0950A,,NY,I,S,E 59th St,60ft W/of 3rd Ave,0.0,408.0,c3,,YYYYYYY,,,WH,,2012.0,,0.0,SI 9,19-No Stand (bus stop),,,,562,FSY1213,Joshua Cook
565,4563289,7684901680,42809JZ,NY,COM,12/06/2013,69,VAN,UTIL,T,34590,10510,13610,88888888,14.0,14,14,330593,T106,C,0932A,,NY,O,126,W 41st St,,0.0,408.0,h1,,YYYYY,0700A,0400P,WHITE,,2009.0,,0.0,26 -,69-Failure to Disp Muni Recpt,,,,563,42809JZ,Tiffany York
566,696388,7804713952,FMG1907,NY,PAS,08/20/2013,50,SUBN,HONDA,T,0,0,0,20150526,28.0,28,28,347675,T103,O,0545A,,NY,I,E,Manhattan Ave,0ft N/of W 111th St,0.0,408.0,e5,,,,,WH,,2007.0,,0.0,01 -,50-Crosswalk,,,,564,FMG1907,Benjamin Scott
567,1558948,7880241140,64312MB,NY,COM,09/20/2013,69,VAN,FORD,T,18110,0,0,20140731,18.0,18,18,345329,T106,C,0738A,,NY,I,S,E 56th St,160ft E/of 5th Ave,0.0,408.0,h1,,YYYYY,0700A,0600P,WHITE,,2012.0,,0.0,S2 -,69-Failure to Disp Muni Recpt,,,,565,64312MB,Antonio Lee
568,6863404,7743503800,GBV4803,NY,PAS,04/06/2014,14,4DSD,BMW,T,30800,27100,45440,20141202,1.0,1,1,352079,T105,M,1136A,,NY,O,3,Spruce St,,0.0,408.0,c,,YYYYYYY,,,BK,,2013.0,,0.0,K 99,14-No Standing,,,,566,GBV4803,Amy Chapman
569,644437,7377237636,415YUE,CT,PAS,08/19/2013,40,4DSD,HONDA,T,34210,10610,10810,20130088,13.0,13,13,350317,T108,N,1001P,,NY,F,261,W 22nd St,,0.0,408.0,e2,,YYYYYYY,,,BLUE,,0.0,,4.0,01B,40-Fire Hydrant,,,,567,415YUE,Daniel Holmes
570,7805523,7142323474,CTX1207,NY,PAS,05/09/2014,21,4DSD,KIA,T,14140,28990,36390,20140819,112.0,112,112,357710,T401,A,1136A,,Q,F,99-34,67th Rd,,0.0,408.0,d1,,Y,1130A,0100P,BL,,2013.0,,0.0,57-A,21-No Parking (street clean),,,,568,CTX1207,Austin Matthews
571,6858901,7703481348,GBY1212,NY,PAS,04/19/2014,60,4DSD,INFIN,T,76330,0,0,20140807,60.0,60,60,338858,T302,H,0139P,,K,I,S,Sheepshead Bay Rd,10ft E/of W 6th St,0.0,408.0,m2,,,,,BK,,2013.0,,0.0,E 32,60-Angle Parking,,,,569,GBY1212,Daniel Lang
