,Unnamed: 0_x,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Number,Street,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Antiguedad,Unnamed: 0_y,plate_id,Name
1360,1743101,7884101130,28767JB,NY,COM,09/26/2013,69,PICK,FORD,T,34510,10410,10510,20140930,14.0,14,14,356554,T106,X,0202P,,NY,F,64B,W 37th St,,0.0,408.0,h1,,YYYYY,0600A,0700P,WHITE,,0.0,,0.0,99 -,69-Failure to Disp Muni Recpt,,,,2013.0,1352,28767JB,Trevor Stewart
1361,4500737,7451145116,T638973C,NY,OMT,12/06/2013,21,4DSD,LINCO,T,59990,11990,12190,20140831,108.0,108,108,356347,T803,B,0024A,,Q,O,5745,Queens Blvd,,0.0,408.0,d1,,Y  Y,1200A,0300A,BK,,2007.0,,0.0,C -,21-No Parking (street clean),,,,6.0,1353,T638973C,Jeremy Brown
1362,2519968,7575366660,GBZ1330,NY,PAS,10/23/2013,71,SUBN,CHRYS,T,28970,67600,56590,20140329,101.0,101,101,355054,T402,L,1156A,,Q,F,1328,Augustina Ave,,0.0,408.0,j6,,YYYYYYY,,,DKG,,2003.0,,0.0,R -,71A-Insp Sticker Expired (NYS),,,,10.0,1354,GBZ1330,Francisco Young
1363,6716480,7082908880,654BOW,MN,PAS,04/10/2014,84,UTIL,INTER,T,18110,27790,24890,20140088,17.0,17,17,345453,T400,A,0723A,,NY,F,120,E 56th St,,0.0,408.0,k7,,,,,WHITE,,0.0,,0.0,03 9,84-Platform lifts in low posit,,,,2014.0,1355,654BOW,Kathy Kim
1364,5208410,7965502999,FPE906,NY,PAS,02/06/2014,14,4DSD,HONDA,T,12520,13610,15350,20141023,1.0,1,1,358235,T105,E,0543P,,NY,O,9,Barclay St,,0.0,408.0,c,,YYYYY,0400P,0700P,GREY,,2001.0,,0.0,087,14-No Standing,,,,13.0,1356,FPE906,Douglas Wilson
1365,6053125,7647006939,44466JX,NY,COM,03/11/2014,69,REFG,ISUZU,T,10810,34530,34550,20141231,14.0,14,14,356510,T102,E,1132A,,NY,F,575,8th Ave,,0.0,408.0,h1,,Y,0700A,0700P,WH,,2008.0,,0.0,MC 9,69-Failure to Disp Muni Recpt,,,,6.0,1357,44466JX,Luke Vasquez
1366,8033717,7154959125,FJL2106,NY,PAS,05/17/2014,21,PICK,TOYOT,T,53790,66790,23040,20150412,103.0,103,103,353179,T402,M,0552A,,Q,F,146-46,Liberty Ave,,0.0,408.0,d1,,Y Y Y,0300A,0600A,BL,,2007.0,,0.0,A 42,21-No Parking (street clean),,,,7.0,1358,FJL2106,Ashley Reynolds
1367,3809076,7632310381,AMB8467,NY,PAS,01/09/2014,83,SUBN,CHEVR,T,59390,21790,21840,20150322,109.0,109,109,356334,T401,M,0730A,,Q,O,128-18,Powells Cove Blvd,,0.0,408.0,j1,,,,,WH,,2004.0,,0.0,A -,83-Improper Registration,,,,10.0,1359,AMB8467,Natalie Wright
1368,2281122,7582276644,GJS9263,NY,PAS,10/15/2013,50,4DSD,VOLKS,T,0,0,0,20150908,49.0,49,49,356325,T202,O,0837A,,BX,I,S,Esplanade Ave,0ft W/of Astor Ave,0.0,408.0,e5,,,,,BK,,2013.0,,0.0,C -,50-Crosswalk,,,,0.0,1360,GJS9263,Susan Davis
1369,6767877,7291890639,T640679C,NY,OMT,04/07/2014,13,4DSD,TOYOT,T,16910,32690,13610,20150331,34.0,34,34,359569,T103,N,0122P,,NY,F,217,Dyckman St,,0.0,408.0,c2,,YYYYYYY,,,GREEN,,2010.0,,0.0,07 7,13-No Stand (taxi stand),,,,4.0,1361,T640679C,Adam Coleman
1370,4174034,7095254450,VZE2171,NC,PAS,01/24/2014,14,PICK,CHEVR,T,12310,0,0,20141288,9.0,9,9,331733,T800,A2,0034A,,NY,I,N,Avenue C,150ft E/of E 15th St,0.0,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,H -,14-No Standing,,,,2014.0,1362,VZE2171,Billy Campbell
1371,5232399,7325553730,DVZ7286,NY,PAS,02/07/2014,38,4DSD,TOYOT,T,37690,32690,13610,20150131,34.0,34,34,359336,T103,N,0241P,,NY,F,605,W 207th St,,0.0,408.0,h1,,YYYYY,1000A,0400P,GR,,1997.0,,0.0,06 -,38-Failure to Display Muni Rec,,,,17.0,1363,DVZ7286,Michelle Anderson
1372,6971493,1367870070,660901,RI,PAS,04/17/2014,21,SDN,HONDA,S,80830,30530,25130,0,70.0,70,0,858000,KS14,0000,0846A,,K,F,67,ST PAULS PLACE,,0.0,408.0,D1,,YBBBBBB,0830A,1000A,GRAY,0.0,0.0,-,0.0,,,,,,2014.0,1364,660901,Thomas Patrick
1373,7390806,7085745770,YYM6447,NC,PAS,04/28/2014,21,SUBN,HONDA,T,22690,21390,21690,20141088,7.0,7,7,355283,T105,M,1112A,,NY,O,309,Henry St,,0.0,408.0,d1,,Y  Y,1100A,1230A,SILVE,,0.0,,0.0,K 99,21-No Parking (street clean),,,,2014.0,1365,YYM6447,Brooke Foster
1374,7640863,7475897357,TNA7413,NC,PAS,05/05/2014,21,SUBN,DODGE,T,24790,40404,40404,20140088,103.0,103,103,343912,T402,L,1146A,,Q,F,87-67,173rd St,,0.0,408.0,d1,,Y  Y,1130A,0100P,GREY,,0.0,,0.0,C 42,21-No Parking (street clean),,,,2014.0,1366,TNA7413,Brandi Gordon
1375,8894317,7331558924,GLJ1448,NY,OMS,06/18/2014,20,4DSD,FORD,T,70520,23800,45330,20150930,43.0,43,43,355598,T202,O,0646A,,BX,O,1560,Unionport Rd,,0.0,408.0,d,,YYYYYYY,,,WH,,2014.0,,0.0,A 22,20A-No Parking (Non-COM),,,,0.0,1367,GLJ1448,Seth Miller
1376,7534658,7791559742,T624153C,NY,OMT,05/01/2014,71,4DSD,CADIL,T,65990,11440,11540,20140531,110.0,110,110,359322,T401,A,1150A,,Q,F,55-17,Vanhorn St,,0.0,408.0,j6,,,,,BK,,2011.0,,0.0,45-A,71-Insp. Sticker Missing (NYS,,,,3.0,1368,T624153C,Jacob Arroyo
1377,5886520,7755021490,FWG1783,NY,PAS,03/05/2014,14,SUBN,BUICK,T,16190,16590,16740,20140506,104.0,104,104,356347,T803,B,0809P,,Q,O,8017,78th Ave,,0.0,408.0,c,,YYYYYYY,,,BR,,2010.0,,0.0,C 42,14-No Standing,,,,4.0,1369,FWG1783,Betty Morris
1378,6990695,5073214973,FFZ5037,NY,PAS,04/05/2014,7,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,1100A,,,,,ASTORIA BLVD.(W/B)@S,TEINWAY ST.-U1-3,0.0,1111.0,D,T,,,,BL,,2010.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,4.0,1370,FFZ5037,Julia Warren
1379,4797303,7526538689,ECU8661,NY,PAS,12/23/2013,37,4DSD,HONDA,T,13430,64330,5280,20150904,84.0,84,84,359340,T301,S,0218P,1156A,K,F,457,Atlantic Ave,,0.0,408.0,h1,,Y,0900A,0700P,BK,,2007.0,301-3023,0.0,05 -,37-Expired Muni Meter,,,,6.0,1371,ECU8661,Nathaniel Gay
1380,4560911,7693138456,GEH9873,NY,PAS,12/16/2013,46,SUBN,LEXUS,T,91030,14330,14380,20150331,62.0,62,62,346177,T302,L,0959A,,K,F,1527,W 11th St,,0.0,408.0,f1,,,,,WH,,2013.0,,0.0,W -,46A-Double Parking (Non-COM),,,,0.0,1372,GEH9873,Michelle Maynard
1381,5801963,7906763762,61077MC,NY,COM,03/03/2014,69,VAN,CHEVR,T,34590,10510,13610,88888888,18.0,18,18,355642,T102,M,0115P,,NY,F,114,W 41st St,,0.0,408.0,h1,,YYYYY,0700A,0600P,WHITE,,2012.0,,0.0,99 6,69-Failure to Disp Muni Recpt,,,,2.0,1373,61077MC,Casey Richards
1382,300377,5069961627,CLC9321,NY,PAS,08/05/2013,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1010A,,,,,REMSEN AVE.(N/B)@WIN,THROP ST.-LC-2,0.0,1111.0,D,T,,,,WH,,2001.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,12.0,1374,CLC9321,Robin House
1383,2323396,7483930860,FCN7380,NY,PAS,10/16/2013,38,4DSD,KIA,T,0,40404,40404,20150326,100.0,100,100,345435,T402,P,0601P,,Q,I,,Far Rockaway #2 Mun,,0.0,408.0,h1,,Y,0800A,1000P,WH,,2013.0,,0.0,Q -,38-Failure to Display Muni Rec,,,,0.0,1375,FCN7380,Christopher Weber
1384,5813964,7684392463,EUZ6401,NY,PAS,03/03/2014,38,PICK,TOYOT,T,64730,9330,9380,20151119,66.0,66,66,359306,T302,O,1228P,,K,O,5515,New Utrecht Ave,,0.0,408.0,h1,,YYYYY,0800A,0700P,BK,,2010.0,,0.0,01 3,38-Failure to Display Muni Rec,,,,4.0,1376,EUZ6401,Kaitlyn Brooks
1385,5466604,7677148943,FRJ5624,NY,PAS,02/19/2014,14,SUBN,BMW,T,37395,7240,7340,20150724,114.0,114,114,331777,T401,N,0217P,,Q,O,25-08,Brooklyn Queens Expy,,0.0,408.0,c,,YYYYY,0800A,0600P,WH,,2004.0,,0.0,R 41,14-No Standing,,,,10.0,1377,FRJ5624,Antonio Cox
1386,2451593,7004167847,EDB1990,NY,PAS,10/21/2013,51,SUBN,CHEVR,T,11250,10090,10390,20151031,108.0,108,108,357092,T401,O,0341P,,Q,F,44-21,54th Dr,,0.0,408.0,e3,,,,,WH,,2007.0,,0.0,B-PM,51-Sidewalk,,,,6.0,1378,EDB1990,Elizabeth Terrell
1387,2193078,7189935800,GJD7951,NY,PAS,10/11/2013,37,SUBN,KIA,T,23920,29220,27450,20150711,52.0,52,52,357782,T201,F,0340P,0302P,BX,F,2567,Decatur Ave,,0.0,408.0,h1,,Y,0830A,0700P,TN,,2011.0,201-8551,0.0,34 -,37-Expired Muni Meter,,,,2.0,1379,GJD7951,Emily Brooks
1388,4836778,7713584651,FAW7917,NY,PAS,12/05/2013,14,SUBN,NISSA,T,34550,10410,10510,20140517,18.0,18,18,340095,T800,A2,1006P,,NY,F,24,W 39th St,,0.0,408.0,c,,YYYYYYY,1000A,0600A,GY,,2012.0,,0.0,F -,14-No Standing,,,,1.0,1380,FAW7917,Felicia Nguyen
1389,714735,7914753439,36790,MA,OMR,08/21/2013,77,BUS,PREVO,T,13610,34830,34850,88880088,14.0,14,14,353486,T106,A,0645A,,NY,F,1699,Broadway,,0.0,408.0,m5,,,,,WHITE,,0.0,,0.0,H -,77-Parked Bus (exc desig area),,,,2013.0,1381,36790,Mark Hunt
1390,3726680,7577468058,GHU3364,NY,PAS,01/07/2014,20,SUBN,MITSU,T,29820,73350,11220,20150702,49.0,49,49,358118,T202,F,1236P,,BX,F,1733,Eastchester Rd,,0.0,408.0,d,,YYYYY,0800A,0600P,TN,,2004.0,,0.0,09A,20A-No Parking (Non-COM),,,,10.0,1382,GHU3364,Mark Mcneil
1391,6374523,7568795135,ETS1191,NY,PAS,03/21/2014,21,SUBN,TOYOT,T,29620,59820,15520,20150610,43.0,43,43,349900,T202,O,0748A,,BX,O,2379,E Tremont Ave,,0.0,408.0,d1,,Y,0730A,0800A,GREY,,2003.0,,0.0,F 22,21-No Parking (street clean),,,,11.0,1383,ETS1191,Leslie Wilson
1392,3933841,7611148849,GFG4997,NY,PAS,01/14/2014,17,4DSD,ME/BE,T,6930,0,0,20150614,72.0,72,72,331845,T302,Y,0714A,,K,I,W,18th St,30ft N/of 7th Ave,0.0,408.0,c4,,YYYYY,0700A,0400P,BLACK,,2012.0,,0.0,J -,17-No Stand (exc auth veh),,,,2.0,1384,GFG4997,Jonathan Clay
1393,1061634,7201913232,FMV7615,NY,PAS,09/03/2013,71,SUBN,TOYOT,T,67530,84730,12330,20150728,70.0,70,70,358846,T302,P,0520P,,K,F,630,Ocean Ave,,0.0,408.0,j6,,YYYYYYY,,,GY,,2005.0,,0.0,09 -,71A-Insp Sticker Expired (NYS),,,,8.0,1385,FMV7615,Connie James
1394,457760,7097920919,ECJ2620,NY,PAS,08/11/2013,16,SUBN,TOYOT,T,17590,10110,10010,20131007,17.0,17,17,356522,T102,M,1115A,,NY,O,310,E 30th St,,0.0,408.0,k2,,YYYYYYY,0500A,0400P,GY,,2012.0,,0.0,30 -,16A-No Std (Com Veh) Non-COM,,,,1.0,1386,ECJ2620,Stephen Brown
1395,3647193,1358612213,GKZ7658,NY,PAS,01/01/2014,46,SUBN,CHRYS,P,31190,37450,37470,20151211,34.0,34,34,938834,0034,0000,0220A,,,F,1505,ST NICHOLAS AV,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,RD,0.0,2009.0,-,0.0,,,,,,5.0,1387,GKZ7658,Darrell Hanna
1396,3135358,7308791166,GFG2435,NY,PAS,11/13/2013,38,4DSD,INFIN,T,37190,31190,13610,20150731,33.0,33,33,358590,T103,R,0518P,,NY,F,611,W 171st St,,0.0,408.0,h1,,Y,0830A,0700P,TN,,2004.0,,0.0,01 -,38-Failure to Display Muni Rec,,,,9.0,1388,GFG2435,Jordan Gonzalez
1397,541110,7179997511,2225255,PA,PAS,08/14/2013,37,SUBN,ME/BE,T,61490,13040,13440,20130888,112.0,112,112,358209,T401,H,0515P,0501P,Q,F,63-79,Saunders St,,20130814.0,408.0,h1,,Y,0830A,0700P,SILVE,,0.0,417-3025,0.0,46 -,37-Expired Muni Meter,,,,2013.0,1389,2225255,Benjamin Wolf
1398,7956096,7110273507,49997JG,NY,COM,05/15/2014,10,VAN,GMC,T,15350,14710,29390,88888888,1.0,1,1,349538,T105,H,1151A,,NY,F,166,Church St,,0.0,408.0,b,,YYYYYYY,,,BROWN,,0.0,,0.0,001,10-No Stopping,,,,2014.0,1390,49997JG,Luis Keith
1399,6865787,7730248773,GES3876,NY,PAS,04/03/2014,21,4DSD,SAAB,T,81430,86330,89730,20150828,77.0,77,77,358621,T301,E,0954A,,K,F,429,Sterling Pl,,0.0,408.0,d1,,Y  Y,0930A,1100A,BL,,2002.0,,0.0,19 3,21-No Parking (street clean),,,,12.0,1391,GES3876,Alec Le Jr.
1400,3413671,1356505107,ENV6605,NY,PAS,11/21/2013,21,SDN,HONDA,S,14580,35380,35430,20150104,61.0,61,0,958422,BNLC,0000,0901A,,K,F,1307,AVE T,,0.0,408.0,D1,,BBBYBBB,0830A,1000A,BLUE,0.0,1995.0,-,0.0,,,,,,18.0,1392,ENV6605,Billy Collins
1401,1461026,7093953839,DUA7473,NY,PAS,09/17/2013,38,SUBN,HONDA,T,6030,5430,5580,20140927,78.0,78,78,358230,T302,D,0859A,,K,F,295,9th St,,0.0,408.0,h1,,Y,0800A,0700P,GY,,2013.0,,0.0,58 -,38-Failure to Display Muni Rec,,,,0.0,1393,DUA7473,Joel Mullen
1402,730303,5070238644,GGK5337,NY,PAS,08/21/2013,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0131A,,,,,ROCKAWAY PKWY (N/B)@,SEAVIEW AVE.-KR-2,0.0,1111.0,D,T,,,,RD,,2009.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,4.0,1394,GGK5337,Matthew Stephens Jr.
1403,3928912,7214358426,GMK7773,NY,PAS,01/14/2014,21,SUBN,CHRYS,T,77530,63030,93230,20140216,79.0,79,79,355251,T301,O,0847A,,K,F,155,Skillman St,,0.0,408.0,d1,,Y  Y,0830A,1000A,BLACK,,2014.0,,0.0,J -,21-No Parking (street clean),,,,0.0,1395,GMK7773,Felicia Barajas
1404,3879911,7988982734,75458MC,NY,COM,01/12/2014,14,VAN,MITSU,T,18810,10010,45590,20141231,19.0,19,19,355113,T103,O,1114A,,NY,F,407,E 91st St,,0.0,408.0,c,,YYYYYYY,,,WH,,2012.0,,0.0,23 -,14-No Standing,,,,2.0,1396,75458MC,Paula Howard
1405,6724905,7093494316,GEX6417,NY,PAS,04/05/2014,38,SUBN,HONDA,T,40220,27180,27270,20150502,48.0,48,48,357782,T201,F,0806A,,BX,F,2390,Hoffman St,,0.0,408.0,h1,,Y,0800A,0700P,WH,,2002.0,,0.0,08 2,38-Failure to Display Muni Rec,,,,12.0,1397,GEX6417,Robert Juarez
1406,6444147,7624613967,FXH8893,NY,PAS,03/24/2014,70,4DSD,BMW,T,33030,95030,19530,20140310,90.0,90,90,356519,T301,D,1112A,,K,F,51,Division Ave,,0.0,408.0,j3,,YYYYYYY,,,BLACK,,2008.0,,0.0,14 3,70A-Reg. Sticker Expired (NYS),,,,6.0,1398,FXH8893,Justin Church
1407,2303575,5071198964,FPN7376,NY,PAS,10/15/2013,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0503P,,,,,OCEAN PKWY.(S/B)@AVE,W.-L7-4,0.0,1111.0,D,T,,,,WH,,2005.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,8.0,1399,FPN7376,Laura Carroll
1408,133160,7015445827,FPY5732,NY,PAS,07/30/2013,20,SUBN,NISSA,T,13610,31190,37170,20130814,33.0,33,33,345331,T103,A,0752A,,NY,F,4021,Broadway,,0.0,408.0,d,,YYYYYYY,,,GY,,2009.0,,0.0,CC4,20A-No Parking (Non-COM),,,,4.0,1400,FPY5732,Nicole Miller
1409,2764114,1142799323,35411MB,99,COM,10/31/2013,46,DELV,WORKH,P,32690,11310,37630,20141031,34.0,34,34,946173,0034,0000,0457P,,,F,73,VERMILYEA AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,BROWN,0.0,2011.0,-,0.0,,,,,,2.0,1401,35411MB,Cynthia Sosa
1410,6258060,7094872513,FAD8873,NY,PAS,03/18/2014,37,4DSD,ACURA,T,5580,72230,24830,20140606,78.0,78,78,358899,T302,N,0205P,0139P,K,F,235,5th Ave,,0.0,408.0,h1,,Y,0800A,0700P,BK,,2006.0,302-9368,0.0,56 3,37-Expired Muni Meter,,,,8.0,1402,FAD8873,Nathaniel Avila
1411,7432105,1365192350,325LCV,CT,PAS,04/26/2014,21,SUBN,HONDA,P,0,48710,0,0,50.0,50,50,917639,0050,0000,0118A,,BX,F,,FIELDSTON,MANHATTAN COLLEGE,0.0,408.0,D4,,BBBBBBB,ALL,ALL,GY,0.0,0.0,-,0.0,,,,,,2014.0,1403,325LCV,Kirk Brown
1412,8718785,7086109241,CZB8397,NY,PAS,06/11/2014,20,4DSD,TOYOT,T,25990,29290,45090,20140912,1.0,1,1,349538,T105,H,0509P,,NY,F,158,Mercer St,,0.0,408.0,d,,YYYYY,0800A,0600P,BLUE,,2004.0,,0.0,001,20A-No Parking (Non-COM),,,,10.0,1404,CZB8397,Tyler Ramos
1413,5092946,4002244921,YXN96V,NJ,PAS,12/17/2013,5,WAGO,NISSA,V,0,0,0,0,,0,0,0,,,0943A,,,,,EB 207TH ST @ POST A,VE,0.0,1111.0,C,T,,,,GY,,1999.0,,0.0,,BUS LANE VIOLATION,,,,14.0,1405,YXN96V,Dwayne Davies
1414,8814085,7744211509,CNV3921,NY,PAS,06/14/2014,14,SUBN,NISSA,T,73720,27180,27270,20160104,46.0,46,46,355281,T801,A,0725P,,BX,O,2338,Webster Ave,,0.0,408.0,c,,YYYYYYY,,,GR,,1998.0,,0.0,I 21,14-No Standing,,,,16.0,1406,CNV3921,Jordan Reeves
1415,6655859,7686660825,FZS3280,NY,PAS,03/31/2014,37,4DSD,DODGE,T,76950,35920,56920,20160208,45.0,45,45,359297,T202,C,1219P,1132A,BX,O,2323,Westchester Ave,,0.0,408.0,h1,,Y,0800A,0700P,GY,,2008.0,206-3040,0.0,05P,37-Expired Muni Meter,,,,6.0,1407,FZS3280,Thomas Rodriguez
1416,738682,7308396976,NW1592,NY,COM,08/22/2013,37,VAN,JEEP,T,25390,18730,18750,20150430,19.0,19,19,357094,T103,H,1219P,1148A,NY,F,1204,Madison Ave,,20130822.0,408.0,h1,,Y,0900A,0700P,GY,,2011.0,118-4609,0.0,60 -,37-Expired Muni Meter,,,,2.0,1408,NW1592,Christopher Baker
1417,5227316,1365140428,FDV4228,NY,PAS,02/07/2014,20,SUBN,TOYOT,P,10210,19490,19510,20141021,25.0,25,25,897937,0025,0000,1010A,,NY,O,2345,3RD AVE,,0.0,408.0,D5,,BBBBYBB,0700A,0400P,BLK,0.0,2009.0,-,0.0,,,,,,5.0,1409,FDV4228,Mark Scott
1418,5285657,7920798966,UW6234,NJ,PAS,02/10/2014,38,2DSD,CHEVR,T,34730,10810,10910,88888888,18.0,18,18,350285,T106,I,0217P,,NY,F,348,W 48th St,,0.0,408.0,h1,,Y,0900A,0700P,GREY,,0.0,,0.0,99 -,38-Failure to Display Muni Rec,,,,2014.0,1410,UW6234,Jennifer Stuart
1419,6848217,7760716928,TRIPVILL,NY,SRF,04/02/2014,38,4DSD,ACURA,T,24240,49690,18040,20151213,103.0,103,103,352969,T402,G,1215P,,Q,O,88-35,164th St,,0.0,408.0,h1,,Y,0800A,0700P,BK,,2009.0,,0.0,04 4,38-Failure to Display Muni Rec,,,,5.0,1411,TRIPVILL,Morgan Stewart
1420,1507361,7962708591,EUS4403,NY,PAS,09/18/2013,21,SUBN,FORD,T,52790,50190,17130,20150910,107.0,107,107,345092,T402,X,0839A,,Q,F,8411,Lander St,,0.0,408.0,d1,,Y,0830A,1000A,WH,,2009.0,,0.0,G -,21-No Parking (street clean),,,,4.0,1412,EUS4403,Diane White
1421,7534406,7779406982,70063MA,NY,COM,05/01/2014,40,DELV,FRUEH,T,59990,16190,16295,20150430,112.0,112,112,357765,T401,Q,1137A,,Q,F,118-18,Queens Blvd,,0.0,408.0,e2,,YYYYYYY,,,WH,,2003.0,,0.0,57-A,40-Fire Hydrant,,,,11.0,1413,70063MA,Patrick Stone
1422,615573,1357536355,FPG5402,NY,PAS,08/16/2013,40,SDN,DODGE,P,0,0,0,20130928,105.0,105,105,941230,0105,0000,0756P,,Q,,,C/O 228TH ST,MERRICK BLVD,0.0,408.0,D3,,BBBBBBB,ALL,ALL,BLK,0.0,2010.0,-,0.0,,,,,,3.0,1414,FPG5402,Wendy Bell
1423,8284026,7952763052,FYL8285,NY,PAS,05/27/2014,14,4DSD,AUDI,T,14010,27590,11610,20160401,7.0,7,7,355538,T101,G,0233P,,NY,O,59,Canal St,,0.0,408.0,c,,YYYYYYY,,,WH,,2012.0,,0.0,25 1,14-No Standing,,,,2.0,1415,FYL8285,Tristan Cross
1424,2309962,7515982410,R15AUJ,NJ,PAS,10/16/2013,39,4DSD,LINCO,T,42730,58730,23330,88888888,79.0,79,79,358160,T301,G,0127P,1218P,K,F,1397,Fulton St,,20131016.0,408.0,d,,Y,0800A,0700P,SILVE,,0.0,,0.0,09 -,39-Overtime PKG-Time Limt Post,,,,2013.0,1416,R15AUJ,Travis Owen
1425,428871,7732620770,FPM6362,NY,PAS,08/09/2013,70,4DSD,NISSA,T,27130,56230,81050,20130724,75.0,75,75,350323,T301,M,1106A,,K,F,898,Cleveland St,,0.0,408.0,j3,,YYYYYYY,,,GY,,2011.0,,0.0,W -,70A-Reg. Sticker Expired (NYS),,,,2.0,1417,FPM6362,Erika Moore
1426,6964821,1366210268,88592JY,NY,COM,04/12/2014,78,VAN,FORD,P,23185,67350,27268,20150831,105.0,105,105,928760,0105,0000,1256A,,Q,F,255-11,149 RD,,0.0,408.0,K6,,BBBBBBB,ALL,ALL,WH,0.0,2010.0,-,0.0,,,,,,4.0,1418,88592JY,Cheryl Jackson
1427,351149,1351645020,GEX3828,NY,PAS,08/07/2013,80,SUBN,CHRYS,P,73620,74840,74870,20140513,50.0,50,50,932247,0050,0000,1158A,,BX,F,2750,WEBB AVE,,0.0,408.0,C3,,BBBBBBB,ALL,ALL,GRY,0.0,2001.0,-,0.0,,,,,,12.0,1419,GEX3828,Heather Washington
1428,7172916,7622625048,32150MD,NY,COM,04/21/2014,84,VAN,FRUEH,T,18470,10110,10010,20140630,19.0,19,19,357068,T103,AA,0934A,,NY,O,328,E 74th St,,0.0,408.0,k7,,,,,WH,,2014.0,,0.0,01 7,84-Platform lifts in low posit,,,,0.0,1420,32150MD,Amy Avery
1429,6396297,7822995704,6BB6407,MD,PAS,03/22/2014,20,4DSD,CHEVR,T,17450,10010,11815,20150488,13.0,13,13,330978,T501,A,0948A,,NY,F,420,E 23rd St,,0.0,408.0,d,,Y,0700A,0600P,WHITE,,0.0,,0.0,100,20A-No Parking (Non-COM),,,,2014.0,1421,6BB6407,Chad Johnson
1430,5220729,7652701880,XX309W,NJ,PAS,02/07/2014,38,DELV,NISSA,T,25390,18690,18710,20140088,19.0,19,19,358896,T103,S,0120P,,NY,F,1161,Madison Ave,,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,0.0,,0.0,01 -,38-Failure to Display Muni Rec,,,,2014.0,1422,XX309W,Alexandra Morton
1431,7891128,7307513742,XBD438,NJ,PAS,05/13/2014,14,DELV,FRUEH,T,37550,27690,21190,20140088,34.0,34,34,347674,T103,AA,0717A,,NY,F,801,W 190th St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,O 77,14-No Standing,,,,2014.0,1423,XBD438,Darlene Hernandez
1432,2316226,1362201972,FZM1682,NY,PAS,10/16/2013,10,SDN,FORD,P,60830,40404,40404,20150331,100.0,100,100,952210,0100,0000,0132A,,Q,O,15,ROCKAWAY POINT BLVD,,0.0,408.0,B,,BBBBBBB,ALL,ALL,GY,0.0,1999.0,-,0.0,,,,,,14.0,1424,FZM1682,Ashley Berg
1433,5332815,7942288780,BYS5449,NY,PAS,02/11/2014,38,4DSD,NISSA,T,44890,33890,33190,20141113,9.0,9,9,355562,T101,F,0611P,,NY,O,566,Laguardia Pl,,0.0,408.0,h1,,Y,0900A,0700P,BLACK,,2013.0,,0.0,54 -,38-Failure to Display Muni Rec,,,,1.0,1425,BYS5449,Karen Adkins
1434,5595468,7297891277,FSK4477,NY,PAS,02/24/2014,71,SUBN,JEEP,T,0,0,0,20151025,40.0,40,40,358201,T201,C,1204P,,BX,I,S,E 159th St,10ft E/of Elton Ave,0.0,408.0,j6,,YYYYYYY,,,GY,,2011.0,,0.0,09 2,71A-Insp Sticker Expired (NYS),,,,3.0,1426,FSK4477,Robert Brown
1435,2137555,7234363907,FTM0853,PA,PAS,10/09/2013,38,4DSD,ME/BE,T,15780,17330,16780,20140688,62.0,62,62,356983,T302,H,0337P,,K,F,2221,Bath Ave,,0.0,408.0,h1,,Y,0800A,0700P,GREY,,0.0,,0.0,B2 -,38-Failure to Display Muni Rec,,,,2013.0,1427,FTM0853,Carrie Brown
1436,6539262,7556323857,GDS4958,NY,PAS,03/27/2014,21,4DSD,HONDA,T,73110,37505,37500,20150203,63.0,63,63,330829,T802,A,0042A,,K,F,1561,Ralph Ave,,0.0,408.0,d1,,Y  Y,1200A,0300A,GR,,2001.0,,0.0,D 31,21-No Parking (street clean),,,,13.0,1428,GDS4958,Meredith Jones
1437,1916967,7780972550,FSY3208,NY,PAS,10/02/2013,37,4DSD,HONDA,T,29320,69820,43820,20131012,52.0,52,52,354049,T201,F,0632P,0620P,BX,F,250,E Gun Hill Rd,,0.0,408.0,h1,,Y,0830A,0700P,BK,,2003.0,207-3009,0.0,51 -,37-Expired Muni Meter,,,,10.0,1429,FSY3208,Eric Mcconnell
